sample,type,density
618,Inside,2.325
618,Inside,4.408
618,Inside,6.336
618,Inside,2.885
618,Inside,3.611
618,Inside,2.244
618,Inside,2.101
618,Inside,1.219
618,Inside,0.693
618,Inside,1.274
618,Inside,2.623
618,Inside,1.94
618,Inside,1.081
618,Inside,4.112
618,Inside,5.42
618,Inside,1.173
618,Inside,0.51
618,Inside,0.76
618,Inside,2.269
618,Inside,1.993
618,Inside,0.872
618,Inside,1.441
618,Inside,0.342
618,Inside,1.019
618,Inside,2.109
618,Inside,0.764
618,Inside,0.974
618,Inside,0.65
618,Inside,1.743
618,Inside,1.302
618,Inside,1.621
618,Inside,0.841
618,Inside,0.983
618,Inside,2.482
618,Inside,2.324
618,Inside,0.997
618,Inside,1.724
618,Inside,6.547
618,Inside,1.407
618,Inside,2.28
618,Inside,1.351
618,Inside,0.919
618,Inside,2.141
618,Inside,2.741
618,Inside,1.915
618,Inside,5.225
618,Inside,0.434
618,Inside,1.37
618,Inside,1.081
618,Inside,1.081
618,Inside,2.212
618,Inside,1.86
618,Inside,2.379
618,Inside,1.01
618,Inside,2.192
618,Inside,2.58
618,Inside,1.075
618,Inside,2.04
618,Inside,4.431
618,Inside,3.498
618,Inside,1.879
618,Inside,2.391
618,Inside,1.23
618,Inside,2.071
618,Inside,2.27
618,Inside,2.559
618,Inside,2.708
618,Inside,1.659
618,Inside,3.211
618,Inside,2.212
618,Inside,1.162
618,Inside,1.769
618,Inside,1.611
618,Inside,1.096
618,Inside,2.888
618,Inside,2.61
618,Inside,2.454
618,Inside,1.481
618,Inside,5.545
618,Inside,1.351
618,Inside,3.244
618,Inside,2.456
618,Inside,0.47
618,Inside,2.212
618,Inside,2.177
618,Inside,1.967
618,Inside,1.329
618,Inside,0.688
618,Inside,1.19
618,Inside,1.329
618,Inside,1.299
618,Inside,3.292
618,Inside,1.453
618,Inside,1.73
618,Inside,0.54
618,Inside,1.949
618,Inside,3.811
618,Inside,2.169
618,Inside,2.726
618,Inside,0.764
618,Inside,0.403
618,Inside,1.119
618,Inside,1.881
618,Inside,1.19
618,Inside,2.639
618,Inside,3.017
618,Inside,2.598
618,Inside,1.274
618,Inside,2.065
618,Inside,1.7
618,Inside,2.603
618,Inside,1.564
618,Inside,1.047
618,Inside,1.173
618,Inside,2.275
618,Inside,0.98
618,Inside,1.881
618,Inside,1.428
618,Inside,2.014
618,Inside,2.133
618,Inside,1.78
618,Inside,1.886
618,Inside,2.424
618,Inside,2.279
618,Inside,1.198
618,Inside,2.454
618,Inside,1.351
618,Inside,1.312
618,Inside,2.162
618,Inside,1.743
618,Inside,1.154
618,Inside,1.299
618,Inside,1.587
618,Inside,1.198
618,Inside,0.47
618,Inside,1.529
618,Inside,0.76
618,Inside,5.686
618,Inside,0.794
618,Inside,1.661
618,Inside,0.581
618,Inside,1.677
618,Inside,2.349
618,Inside,1.351
618,Inside,1.154
618,Inside,0.54
618,Inside,2.325
618,Inside,2.29
618,Inside,0.974
618,Inside,1.139
618,Inside,1.661
618,Inside,1.259
618,Inside,1.556
618,Inside,0.868
618,Inside,2.46
618,Inside,3.897
618,Inside,5.484
618,Inside,2.239
618,Inside,0.868
618,Inside,0.65
618,Inside,1.52
618,Inside,2.548
618,Inside,1.051
618,Inside,3.534
618,Inside,1.682
618,Inside,2.141
618,Inside,4.437
618,Inside,2.436
618,Inside,1.409
618,Inside,1.227
618,Inside,1.154
618,Inside,0.919
618,Inside,0.794
618,Inside,1.99
618,Inside,1.047
618,Inside,2.548
618,Inside,2.982
618,Inside,1.173
618,Inside,1.261
618,Inside,1.99
618,Inside,1.975
618,Inside,0.36
618,Inside,1.334
618,Inside,3.72
618,Inside,2.811
618,Inside,1.619
618,Inside,1.774
618,Inside,1.341
618,Inside,1.661
618,Inside,1.334
618,Inside,2.682
618,Inside,1.081
618,Inside,1.19
618,Inside,0.664
618,Inside,1.441
618,Inside,1.407
618,Inside,4.014
618,Inside,0.901
618,Inside,1.051
618,Inside,0.629
618,Inside,2.524
618,Inside,1.232
618,Inside,3.977
618,Inside,6.558
618,Inside,1.707
618,Inside,1.051
618,Inside,1.032
618,Inside,0.47
618,Inside,0.51
618,Inside,1.995
618,Inside,1.019
618,Inside,2.381
618,Inside,2.524
618,Inside,2.58
618,Inside,1.722
618,Inside,3.71
618,Inside,1.855
618,Inside,1.139
618,Inside,1.23
618,Inside,1.23
618,Inside,0.919
618,Inside,1.372
618,Inside,0.332
618,Inside,4.367
618,Inside,1.47
618,Inside,1.299
618,Inside,1.76
618,Inside,1.767
618,Inside,0.456
618,Inside,1.486
618,Inside,0.841
618,Inside,1.032
618,Inside,4.684
618,Inside,0.764
618,Inside,1.261
618,Inside,1.154
618,Inside,2.324
618,Inside,0.794
618,Inside,0.76
618,Inside,1.435
618,Inside,3.095
618,Inside,2.212
618,Inside,3.821
618,Inside,0.983
618,Inside,1.334
618,Inside,1.407
618,Inside,3.71
618,Inside,0.841
618,Inside,1.032
618,Inside,1.312
618,Inside,0.721
618,Inside,1.162
618,Inside,1.075
618,Inside,0.868
618,Inside,2.772
618,Inside,3.871
618,Inside,1.481
618,Inside,0.94
618,Inside,1.548
618,Inside,1.341
618,Inside,0.65
618,Inside,1.386
618,Inside,1.605
618,Inside,0.664
618,Inside,1.479
618,Inside,1.811
618,Inside,3.252
618,Inside,3.98
618,Inside,1.837
618,Inside,1.096
618,Inside,4.127
618,Inside,8.876
618,Inside,3.598
618,Inside,1.52
618,Inside,2.446
618,Inside,1.259
618,Inside,1.839
618,Inside,1.232
618,Inside,1.075
618,Inside,0.901
618,Inside,1.386
618,Inside,2.793
618,Inside,1.173
618,Inside,2.482
618,Inside,0.919
618,Inside,1.915
618,Inside,1.391
618,Inside,1.274
618,Inside,1.453
618,Inside,1.631
618,Inside,1.119
618,Inside,1.453
618,Inside,3.152
618,Inside,1.769
618,Inside,2.019
618,Inside,0.997
618,Inside,0.919
618,Inside,2.941
618,Inside,3.196
618,Inside,1.486
618,Inside,1.198
618,Inside,0.721
618,Inside,3.322
618,Inside,0.872
618,Inside,0.76
618,Inside,0.764
618,Inside,1.251
618,Inside,1.198
618,Inside,1.351
618,Inside,1.409
618,Inside,0.822
618,Inside,1.743
618,Inside,1.019
618,Inside,1.119
618,Inside,1.372
618,Inside,4.049
618,Inside,0.721
618,Inside,3.449
618,Inside,2.45
618,Inside,3.259
618,Inside,1.47
618,Inside,1.453
618,Inside,1.661
618,Inside,1.694
618,Inside,2.46
618,Inside,0.983
618,Inside,1.299
618,Inside,2.436
618,Inside,1.19
618,Inside,1.583
618,Inside,0.806
618,Inside,4.093
618,Inside,1.613
618,Inside,1.982
618,Inside,0.901
618,Inside,2.404
618,Inside,2.487
618,Inside,1.096
618,Inside,0.94
618,Inside,1.173
618,Inside,1.975
618,Inside,0.73
618,Inside,1.261
618,Inside,1.096
618,Inside,0.688
618,Inside,1.019
618,Inside,2.598
618,Inside,2.956
618,Inside,3.568
618,Inside,1.23
618,Inside,0.688
618,Inside,0.901
618,Inside,1.075
618,Inside,3.079
618,Inside,0.764
618,Inside,1.047
618,Inside,0.841
618,Inside,2.404
618,Inside,5.299
618,Inside,3.057
618,Inside,2.079
618,Inside,1.162
618,Inside,1.377
618,Inside,0.587
618,Inside,0.65
618,Inside,2.53
618,Inside,2.561
618,Inside,0.664
618,Inside,1.499
618,Inside,2.418
618,Inside,1.428
618,Inside,0.516
618,Inside,1.73
618,Inside,1.915
618,Inside,0.943
618,Inside,0.919
618,Inside,1.23
618,Inside,1.139
618,Inside,0.49
618,Inside,3.389
618,Inside,2.783
618,Inside,0.587
618,Inside,0.974
618,Inside,0.434
618,Inside,1.7
618,Inside,1.564
618,Inside,0.743
618,Inside,1.047
618,Inside,1.839
618,Inside,1.162
618,Inside,1.739
618,Inside,0.614
618,Inside,1.677
618,Inside,3.518
618,Inside,1.198
618,Inside,2.115
618,Inside,1.453
618,Inside,2.65
618,Inside,1.529
618,Inside,0.743
618,Inside,0.901
618,Inside,3.11
618,Inside,0.983
618,Inside,2.342
618,Inside,3.648
618,Inside,1.407
618,Inside,1.453
618,Inside,1.051
618,Inside,4.077
618,Inside,0.57
618,Inside,0.83
618,Inside,0.868
618,Inside,0.581
618,Inside,5.048
618,Inside,5.404
618,Inside,1.629
618,Inside,5.679
618,Inside,1.407
618,Inside,0.943
618,Inside,2.127
618,Inside,1.811
618,Inside,1.047
618,Inside,1.37
618,Inside,0.919
618,Inside,3.851
618,Inside,4.038
618,Inside,0.81
618,Inside,0.614
618,Inside,3.152
618,Inside,1.915
618,Inside,2.119
618,Inside,1.975
618,Inside,1.564
618,Inside,0.89
618,Inside,1.837
618,Inside,0.36
618,Inside,1.23
618,Inside,0.664
618,Inside,4.144
618,Inside,1.486
618,Inside,2.446
618,Inside,1.99
618,Inside,0.36
618,Inside,2.279
618,Inside,0.94
618,Inside,0.36
618,Inside,1.299
618,Inside,3.653
618,Inside,0.901
618,Inside,0.664
618,Inside,0.856
618,Inside,1.096
618,Inside,0.587
618,Inside,1.55
618,Inside,2.201
618,Inside,2.309
618,Inside,0.806
618,Inside,1.514
618,Inside,2.169
618,Inside,1.251
618,Inside,1.407
618,Inside,1.86
618,Inside,1.789
618,Inside,1.486
618,Inside,0.94
618,Inside,2.847
618,Inside,1.453
618,Inside,1.019
618,Inside,0.974
618,Inside,1.274
618,Inside,1.915
618,Inside,3.711
618,Inside,1.329
618,Inside,0.872
618,Inside,0.856
618,Inside,2.956
618,Inside,1.453
618,Inside,1.312
618,Inside,1.096
618,Inside,3.353
618,Inside,1.096
618,Inside,0.919
618,Inside,1.902
618,Inside,0.822
618,Inside,4.045
618,Inside,1.841
618,Inside,1.23
618,Inside,3.336
618,Inside,1.019
618,Inside,3.292
618,Inside,1.499
618,Inside,1.162
618,Inside,1.643
618,Inside,0.76
618,Inside,1.548
618,Inside,0.688
618,Inside,1.081
618,Inside,1.119
618,Inside,0.943
618,Inside,0.83
618,Inside,1.949
618,Inside,4.367
618,Inside,3.593
618,Inside,0.743
618,Inside,1.119
618,Inside,1.922
618,Inside,1.505
618,Inside,1.7
618,Inside,2.349
618,Inside,2.054
618,Inside,1.707
618,Inside,1.232
618,Inside,1.982
618,Inside,1.556
618,Inside,1.55
618,Inside,1.173
618,Inside,2.404
618,Inside,2.019
618,Inside,2.133
618,Inside,1.154
618,Inside,1.96
618,Inside,1.19
618,Inside,0.76
618,Inside,0.65
618,Inside,1.274
618,Inside,0.332
618,Inside,1.081
618,Inside,0.901
618,Inside,1.37
618,Inside,0.581
618,Inside,3.621
618,Inside,0.872
618,Inside,1.993
618,Inside,0.901
618,Inside,0.614
618,Inside,0.806
618,Inside,1.227
618,Inside,0.919
618,Inside,0.65
618,Inside,0.794
618,Inside,0.49
618,Inside,0.403
618,Inside,2.436
618,Inside,1.709
618,Inside,1.302
618,Inside,1.631
618,Inside,1.962
618,Inside,1.52
618,Inside,0.919
618,Inside,1.162
618,Inside,3.385
618,Inside,5.148
618,Inside,1.329
618,Inside,0.581
618,Inside,1.386
618,Inside,1.154
618,Inside,0.65
618,Inside,1.407
618,Inside,1.91
618,Inside,1.047
618,Inside,0.872
618,Inside,2.169
618,Inside,0.822
618,Inside,1.299
618,Inside,1.409
618,Inside,1.119
618,Inside,1.539
618,Inside,1.198
618,Inside,1.962
618,Inside,2.454
618,Inside,0.901
618,Inside,4.183
618,Inside,0.688
618,Inside,1.556
618,Inside,0.983
618,Inside,0.901
618,Inside,1.76
618,Inside,0.841
618,Inside,0.794
618,Inside,2.544
618,Inside,0.51
618,Inside,0.51
618,Inside,2.244
618,Inside,1.19
618,Inside,0.868
618,Inside,1.52
618,Inside,2.741
618,Inside,0.664
618,Inside,0.65
618,Inside,0.581
618,Inside,0.997
618,Inside,0.806
618,Inside,0.919
618,Inside,2.014
618,Inside,0.693
618,Inside,0.411
618,Inside,2.912
618,Inside,0.943
618,Inside,0.872
618,Inside,2.199
618,Inside,2.162
618,Inside,0.65
618,Inside,4.23
618,Inside,5.148
618,Inside,0.943
618,Inside,1.154
618,Inside,2.623
618,Inside,1.556
618,Inside,1.299
618,Inside,1.261
618,Inside,3.968
618,Inside,0.51
618,Inside,2.678
618,Inside,3.389
618,Inside,1.198
618,Inside,0.794
618,Inside,1.379
618,Inside,1.051
618,Inside,1.299
618,Inside,0.73
618,Inside,2.359
618,Inside,1.096
618,Inside,0.54
618,Inside,4.434
618,Inside,1.259
618,Inside,3.303
618,Inside,1.453
618,Inside,1.154
618,Inside,1.837
618,Inside,0.664
618,Inside,0.872
618,Inside,0.856
618,Inside,0.65
618,Inside,1.499
618,Inside,1.818
618,Inside,1.896
618,Inside,0.94
618,Inside,1.084
618,Inside,1.01
618,Inside,1.47
618,Inside,1.611
618,Inside,0.83
618,Inside,0.434
618,Inside,1.937
618,Inside,1.119
618,Inside,0.868
618,Inside,1.428
618,Inside,3.648
618,Inside,1.351
618,Inside,1.631
618,Inside,3.146
618,Inside,1.722
618,Inside,1.55
618,Inside,1.922
618,Inside,1.407
618,Inside,4.519
618,Inside,3.129
618,Inside,4.339
618,Inside,1.096
618,Inside,2.472
618,Inside,1.407
618,Inside,1.441
618,Inside,0.47
618,Inside,2.518
618,Inside,1.302
618,Inside,0.943
618,Inside,0.83
618,Inside,1.661
618,Inside,1.081
618,Inside,0.65
618,Inside,1.967
618,Inside,1.802
618,Inside,2.28
618,Inside,1.312
618,Inside,1.659
618,Inside,0.919
618,Inside,1.55
618,Inside,0.872
618,Inside,0.516
618,Inside,1.879
618,Inside,0.721
618,Inside,1.299
618,Inside,3.142
618,Inside,0.822
618,Inside,3.134
618,Inside,2.217
618,Inside,1.219
618,Inside,0.764
618,Inside,1.481
618,Inside,1.661
618,Inside,1.227
618,Inside,0.36
618,Inside,1.409
618,Inside,1.539
618,Inside,0.65
618,Inside,2.46
618,Inside,0.901
618,Inside,1.841
618,Inside,0.614
618,Inside,1.55
618,Inside,2.396
618,Inside,1.661
618,Inside,0.456
618,Inside,1.312
618,Inside,0.872
618,Inside,1.122
618,Inside,2.127
618,Inside,3.569
618,Inside,2.955
618,Inside,0.76
618,Inside,3.54
618,Inside,1.299
618,Inside,1.01
618,Inside,1.982
618,Inside,1.47
618,Inside,1.514
618,Inside,1.019
618,Inside,1.198
618,Inside,2.678
618,Inside,0.36
618,Inside,0.764
618,Inside,0.434
618,Inside,1.428
618,Inside,1.299
618,Inside,2.756
618,Inside,3.524
618,Inside,0.901
618,Inside,0.614
618,Inside,1.351
618,Inside,1.619
618,Inside,0.983
618,Inside,0.83
618,Inside,0.94
618,Inside,1.811
618,Inside,0.764
618,Inside,1.084
618,Inside,1.075
618,Inside,1.589
618,Inside,0.49
618,Inside,1.01
618,Inside,1.321
618,Inside,1.949
618,Inside,1.351
618,Inside,2.064
618,Inside,1.329
618,Inside,1.173
618,Inside,0.49
618,Inside,0.76
618,Inside,0.901
618,Inside,0.872
618,Inside,1.55
618,Inside,0.841
618,Inside,2.726
618,Inside,2.169
618,Inside,0.794
618,Inside,0.688
618,Inside,1.274
618,Inside,1.119
618,Inside,1.486
618,Inside,1.329
618,Inside,0.36
618,Inside,2.803
618,Inside,1.837
618,Inside,1.173
618,Inside,3.252
618,Inside,2.169
618,Inside,1.789
618,Inside,0.872
618,Inside,3.951
618,Inside,0.411
618,Inside,2.726
618,Inside,1.075
618,Inside,1.7
618,Inside,1.23
618,Inside,1.707
618,Inside,1.407
618,Inside,1.209
618,Inside,6.168
618,Inside,0.974
618,Inside,3.159
618,Inside,1.386
618,Inside,0.764
618,Inside,1.341
618,Inside,2.997
618,Inside,1.682
618,Inside,4.604
618,Inside,0.743
618,Inside,0.919
618,Inside,0.403
618,Inside,2.861
618,Inside,0.403
618,Inside,1.52
618,Inside,0.872
618,Inside,1.145
618,Inside,1.047
618,Inside,1.874
618,Inside,1.047
618,Inside,1.06
618,Inside,1.631
618,Inside,0.342
618,Inside,0.693
618,Inside,1.937
618,Inside,0.403
618,Inside,0.403
618,Inside,0.83
618,Inside,2.32
618,Inside,0.743
618,Inside,0.901
618,Inside,0.943
618,Inside,2.095
618,Inside,1.481
618,Inside,0.65
618,Inside,0.872
618,Inside,0.614
618,Inside,1.377
618,Inside,6.504
618,Inside,4.536
618,Inside,7.901
618,Inside,0.342
618,Inside,1.52
618,Inside,0.794
618,Inside,0.581
618,Inside,2.689
618,Inside,0.332
618,Inside,0.97
618,Inside,2.119
618,Inside,1.505
618,Inside,3.351
618,Inside,3.697
618,Inside,1.274
618,Inside,1.556
618,Inside,1.19
618,Inside,1.232
618,Inside,1.01
618,Inside,0.868
618,Inside,0.587
618,Inside,0.456
618,Inside,2.571
618,Inside,0.47
618,Inside,0.83
618,Inside,0.516
618,Inside,1.019
618,Inside,2.849
618,Inside,1.707
618,Inside,0.806
618,Inside,0.581
618,Inside,0.919
618,Inside,0.516
618,Inside,0.65
618,Inside,0.721
618,Inside,1.019
618,Inside,2.021
618,Inside,0.587
618,Inside,0.47
618,Inside,1.739
618,Inside,1.075
618,Inside,1.86
618,Inside,0.83
618,Inside,0.76
618,Inside,3.576
618,Inside,1.122
618,Inside,1.743
618,Inside,2.192
618,Inside,1.032
618,Inside,1.081
618,Inside,0.764
618,Inside,0.688
618,Inside,0.434
618,Inside,0.434
618,Inside,1.631
618,Inside,2.04
618,Inside,0.688
618,Inside,2.217
618,Inside,1.409
618,Inside,0.868
618,Inside,1.302
618,Inside,0.434
618,Inside,0.94
618,Inside,1.351
618,Inside,0.403
618,Inside,3.71
618,Inside,0.901
618,Inside,0.901
618,Inside,4.227
618,Inside,1.459
618,Inside,1.937
618,Inside,1.869
618,Inside,0.943
618,Inside,2.019
618,Inside,2.905
618,Inside,1.154
618,Inside,1.769
618,Inside,4.077
618,Inside,0.943
618,Inside,1.232
618,Inside,0.943
618,Inside,1.154
618,Inside,2.53
618,Inside,3.662
618,Inside,1.19
618,Inside,3.788
618,Inside,1.514
618,Inside,1.173
618,Inside,0.65
618,Inside,0.764
618,Inside,1.162
618,Inside,2.169
618,Inside,1.122
618,Inside,1.051
618,Inside,3.901
618,Inside,2.054
618,Inside,1.232
618,Inside,1.299
618,Inside,0.901
618,Inside,3.738
618,Inside,2.75
618,Inside,1.499
618,Inside,1.198
618,Inside,1.377
618,Inside,2.678
618,Inside,3.175
618,Inside,3.4
618,Inside,1.075
618,Inside,1.251
618,Inside,0.943
618,Inside,0.688
618,Inside,0.721
618,Inside,3.479
618,Inside,1.075
618,Inside,0.919
618,Inside,1.139
618,Inside,1.096
618,Inside,0.403
618,Inside,0.764
618,Inside,1.659
618,Inside,0.47
618,Inside,2.32
618,Inside,0.47
618,Inside,1.486
618,Inside,2.269
618,Inside,0.76
618,Inside,0.94
618,Inside,3.651
618,Inside,2.014
618,Inside,0.721
618,Inside,4.234
618,Inside,1.261
618,Inside,0.901
618,Inside,0.54
618,Inside,0.47
618,Inside,1.99
618,Inside,0.83
618,Inside,3.428
618,Inside,2.667
618,Inside,2.169
618,Inside,1.993
618,Inside,0.943
618,Inside,2.15
618,Inside,2.217
618,Inside,0.743
618,Inside,1.081
618,Inside,0.841
618,Inside,0.587
618,Inside,3.208
618,Inside,0.36
618,Inside,2.631
618,Inside,0.868
618,Inside,0.997
618,Inside,2.293
618,Inside,1.839
618,Inside,0.614
618,Inside,0.841
618,Inside,2.811
618,Inside,0.997
618,Inside,1.505
618,Inside,1.122
618,Inside,2.021
618,Inside,1.251
618,Inside,1.629
618,Inside,1.505
618,Inside,2.928
618,Inside,0.49
618,Inside,1.01
618,Inside,1.209
618,Inside,1.019
618,Inside,0.434
618,Inside,0.587
618,Inside,1.583
618,Inside,0.629
618,Inside,0.83
618,Inside,0.51
618,Inside,0.868
618,Inside,0.983
618,Inside,2.404
618,Inside,0.901
618,Inside,0.51
618,Inside,1.811
618,Inside,0.868
618,Inside,1.096
618,Inside,1.261
618,Inside,0.36
618,Inside,0.76
618,Inside,1.312
618,Inside,2.199
618,Inside,1.23
618,Inside,1.564
618,Inside,0.868
618,Inside,1.219
618,Inside,0.764
618,Inside,0.688
618,Inside,0.794
618,Inside,2.418
618,Inside,0.664
618,Inside,0.629
618,Inside,0.919
618,Inside,1.425
618,Inside,0.434
618,Inside,0.974
618,Inside,0.693
618,Inside,0.872
618,Inside,1.084
618,Inside,1.047
618,Inside,0.51
618,Inside,0.974
618,Inside,0.974
618,Inside,0.51
618,Inside,0.764
618,Inside,1.139
618,Inside,0.614
618,Inside,0.721
618,Inside,1.783
618,Inside,1.694
618,Inside,0.51
618,Inside,6.293
618,Inside,1.047
618,Inside,2.059
618,Inside,0.614
618,Inside,0.872
618,Inside,3.468
618,Inside,1.173
618,Inside,1.453
618,Inside,2.168
618,Inside,1.881
618,Inside,0.76
618,Inside,4.129
618,Inside,3.924
618,Inside,0.721
618,Inside,1.428
618,Inside,1.611
618,Inside,2.669
618,Inside,2.199
618,Inside,1.251
618,Inside,1.769
618,Inside,1.736
618,Inside,1.075
618,Inside,0.983
618,Inside,1.162
618,Inside,2.212
618,Inside,2.775
618,Inside,0.868
618,Inside,1.075
618,Inside,0.65
618,Inside,1.539
618,Inside,3.328
618,Inside,1.935
618,Inside,2.963
618,Inside,1.724
618,Inside,1.7
618,Inside,0.743
618,Inside,1.767
618,Inside,1.599
618,Inside,1.23
618,Inside,0.94
618,Inside,1.811
618,Inside,2.631
618,Inside,3.04
618,Inside,1.119
618,Inside,0.901
618,Inside,2.29
618,Inside,1.081
618,Inside,0.83
618,Inside,3.02
618,Inside,1.643
618,Inside,1.232
618,Inside,0.403
618,Inside,0.614
618,Inside,2.631
618,Inside,1.86
618,Inside,1.774
618,Inside,0.822
618,Inside,0.516
618,Inside,1.019
618,Inside,1.299
618,Inside,1.631
618,Inside,2.054
618,Inside,0.342
618,Inside,0.764
618,Inside,0.901
618,Inside,1.302
618,Inside,3.187
618,Inside,0.83
618,Inside,0.868
618,Inside,0.47
618,Inside,0.983
618,Inside,2.292
618,Inside,2.436
618,Inside,0.76
618,Inside,0.943
618,Inside,2.499
618,Inside,0.743
618,Inside,0.664
618,Inside,1.232
618,Inside,0.434
618,Inside,2.45
618,Inside,1.377
618,Inside,1.855
618,Inside,1.173
618,Inside,2.414
