sample,type,density
611,Inside,1.682
611,Inside,2.897
611,Inside,2.546
611,Inside,2.802
611,Inside,3.373
611,Inside,14.187
611,Inside,9.614
611,Inside,1.986
611,Inside,4.128
611,Inside,0.45
611,Inside,4.398
611,Inside,1.705
611,Inside,2.173
611,Inside,3.476
611,Inside,5.476
611,Inside,2.035
611,Inside,4.852
611,Inside,0.473
611,Inside,0.374
611,Inside,0.747
611,Inside,1.507
611,Inside,0.904
611,Inside,8.068
611,Inside,4.449
611,Inside,1.967
611,Inside,1.273
611,Inside,5.776
611,Inside,0.823
611,Inside,8.703
611,Inside,0.86
611,Inside,1.273
611,Inside,0.355
611,Inside,0.374
611,Inside,1.428
611,Inside,1.665
611,Inside,0.374
611,Inside,0.719
611,Inside,0.719
611,Inside,0.418
611,Inside,28.033
611,Inside,0.301
611,Inside,1.692
611,Inside,1.164
611,Inside,0.487
611,Inside,0.374
611,Inside,0.608
611,Inside,6.184
611,Inside,3.306
611,Inside,0.561
611,Inside,0.674
611,Inside,0.45
611,Inside,3.834
611,Inside,1.02
611,Inside,1.833
611,Inside,1.614
611,Inside,0.487
611,Inside,1.614
611,Inside,2.915
611,Inside,0.301
611,Inside,0.714
611,Inside,0.355
611,Inside,0.603
611,Inside,0.418
611,Inside,0.77
611,Inside,0.355
611,Inside,3.936
611,Inside,1.46
611,Inside,5.125
611,Inside,1.428
611,Inside,1.462
611,Inside,0.374
611,Inside,1.273
611,Inside,1.047
611,Inside,1.047
611,Inside,0.487
611,Inside,2.623
611,Inside,1.086
611,Inside,0.747
611,Inside,4.237
611,Inside,0.978
611,Inside,1.495
611,Inside,1.763
611,Inside,1.234
611,Inside,10.854
611,Inside,6.409
611,Inside,0.608
611,Inside,1.35
611,Inside,0.836
611,Inside,0.45
611,Inside,7.07
611,Inside,0.714
611,Inside,3.999
611,Inside,1.034
611,Inside,0.636
611,Inside,4.862
611,Inside,1.771
611,Inside,3.737
611,Inside,1.115
611,Inside,2.901
611,Inside,1.577
611,Inside,0.793
611,Inside,0.345
611,Inside,0.636
611,Inside,3.942
611,Inside,1.321
611,Inside,0.793
611,Inside,1.757
611,Inside,11.878
611,Inside,2.882
611,Inside,1.137
611,Inside,1.773
611,Inside,3.065
611,Inside,1.09
611,Inside,11.924
611,Inside,0.904
611,Inside,0.374
611,Inside,1.242
611,Inside,0.873
611,Inside,0.747
611,Inside,11.667
611,Inside,0.823
611,Inside,0.9
611,Inside,1.01
611,Inside,0.953
611,Inside,1.671
611,Inside,4.56
611,Inside,1.321
611,Inside,1.951
611,Inside,0.674
611,Inside,6.957
611,Inside,0.9
611,Inside,1.121
611,Inside,1.164
611,Inside,0.86
611,Inside,1.297
611,Inside,1.739
611,Inside,0.9
611,Inside,2.359
611,Inside,1.278
611,Inside,4.177
611,Inside,1.234
611,Inside,4.15
611,Inside,0.374
611,Inside,2.839
611,Inside,1.692
611,Inside,3.917
611,Inside,1.885
611,Inside,0.934
611,Inside,7.992
611,Inside,2.458
611,Inside,0.345
611,Inside,0.608
611,Inside,1.09
611,Inside,0.487
611,Inside,0.426
611,Inside,0.374
611,Inside,0.689
611,Inside,1.124
611,Inside,1.623
611,Inside,0.653
611,Inside,0.301
611,Inside,0.374
611,Inside,1.321
611,Inside,0.888
611,Inside,3.542
611,Inside,1.869
611,Inside,2.295
611,Inside,1.825
611,Inside,2.131
611,Inside,0.301
611,Inside,3.776
611,Inside,0.86
611,Inside,0.487
611,Inside,1.421
611,Inside,1.047
611,Inside,0.374
611,Inside,1.705
611,Inside,1.161
611,Inside,1.605
611,Inside,8.241
611,Inside,2.666
611,Inside,2.157
611,Inside,0.355
611,Inside,2.861
611,Inside,1.205
611,Inside,2.295
611,Inside,4.416
611,Inside,1.242
611,Inside,1.536
611,Inside,0.487
611,Inside,0.888
611,Inside,1.047
611,Inside,5.236
611,Inside,0.747
611,Inside,0.301
611,Inside,4.164
611,Inside,0.418
611,Inside,3.548
611,Inside,6.821
611,Inside,3.916
611,Inside,4.635
611,Inside,1.507
611,Inside,1.086
611,Inside,1.242
611,Inside,0.86
611,Inside,1.234
611,Inside,1.878
611,Inside,0.374
611,Inside,1.929
611,Inside,0.487
611,Inside,0.355
611,Inside,2.595
611,Inside,1.276
611,Inside,2.064
611,Inside,4.423
611,Inside,2.295
611,Inside,1.507
611,Inside,2.376
611,Inside,5.567
611,Inside,4.976
611,Inside,0.561
611,Inside,1.878
611,Inside,1.35
611,Inside,0.535
611,Inside,0.934
611,Inside,2.686
611,Inside,1.986
611,Inside,2.273
611,Inside,0.823
611,Inside,19.205
611,Inside,0.873
611,Inside,7.232
611,Inside,0.86
611,Inside,1.115
611,Inside,0.418
611,Inside,1.577
611,Inside,5.153
611,Inside,2.907
611,Inside,1.967
611,Inside,6.282
611,Inside,1.878
611,Inside,3.362
611,Inside,2.828
611,Inside,3.991
611,Inside,1.161
611,Inside,2.342
611,Inside,3.942
611,Inside,2.907
611,Inside,3.987
611,Inside,9.883
611,Inside,5.214
611,Inside,1.057
611,Inside,1.428
611,Inside,33.68
611,Inside,1.835
611,Inside,7.848
611,Inside,2.213
611,Inside,2.299
611,Inside,4.284
611,Inside,7.983
611,Inside,3.929
611,Inside,2.064
611,Inside,1.723
611,Inside,4.177
611,Inside,1.217
611,Inside,2.841
611,Inside,2.759
611,Inside,2.437
611,Inside,2.757
611,Inside,1.137
611,Inside,3.787
611,Inside,2.429
611,Inside,0.975
611,Inside,2.328
611,Inside,5.155
611,Inside,1.495
611,Inside,1.137
611,Inside,0.355
611,Inside,9.738
611,Inside,7.21
611,Inside,1.242
611,Inside,1.242
611,Inside,2.968
611,Inside,5.681
611,Inside,0.904
611,Inside,3.092
611,Inside,2.819
611,Inside,0.374
611,Inside,0.529
611,Inside,0.487
611,Inside,5.762
611,Inside,2.624
611,Inside,0.747
611,Inside,10.435
611,Inside,9.806
611,Inside,0.301
611,Inside,1.586
611,Inside,0.975
611,Inside,3.499
611,Inside,0.529
611,Inside,1.02
611,Inside,0.689
611,Inside,0.355
611,Inside,4.043
611,Inside,0.793
611,Inside,5.169
611,Inside,0.418
611,Inside,3.05
611,Inside,3.289
611,Inside,1.121
611,Inside,0.561
611,Inside,1.086
611,Inside,5.712
611,Inside,9.29
611,Inside,8.032
611,Inside,0.418
611,Inside,6.738
611,Inside,2.206
611,Inside,0.301
611,Inside,1.348
611,Inside,6.937
611,Inside,0.418
611,Inside,0.529
611,Inside,0.487
611,Inside,4.081
611,Inside,1.723
611,Inside,2.021
611,Inside,2.643
611,Inside,1.646
611,Inside,9.388
611,Inside,0.636
611,Inside,27.21
611,Inside,1.507
611,Inside,2.109
611,Inside,8.759
611,Inside,1.164
611,Inside,1.665
611,Inside,2.712
611,Inside,0.45
611,Inside,1.682
611,Inside,1.507
611,Inside,1.348
611,Inside,1.536
611,Inside,1.428
611,Inside,1.481
611,Inside,3.984
611,Inside,0.374
611,Inside,4.804
611,Inside,3.59
611,Inside,2.623
611,Inside,1.994
611,Inside,1.438
611,Inside,1.07
611,Inside,0.674
611,Inside,1.01
611,Inside,2.283
611,Inside,0.978
611,Inside,4.025
611,Inside,3.092
611,Inside,8.574
611,Inside,2.076
611,Inside,2.841
611,Inside,2.897
611,Inside,1.205
611,Inside,1.305
611,Inside,1.242
611,Inside,1.121
611,Inside,0.975
611,Inside,7.538
611,Inside,1.428
611,Inside,2.04
611,Inside,1.01
611,Inside,1.242
611,Inside,1.671
611,Inside,0.45
611,Inside,2.643
611,Inside,2.067
611,Inside,4.436
611,Inside,1.115
611,Inside,3.12
611,Inside,2.089
611,Inside,1.378
611,Inside,9.545
611,Inside,1.68
611,Inside,2.437
611,Inside,6.876
611,Inside,3.878
611,Inside,4.939
611,Inside,1.692
611,Inside,1.423
611,Inside,8.867
611,Inside,5.127
611,Inside,8.989
611,Inside,0.45
611,Inside,0.301
611,Inside,2.379
611,Inside,0.591
611,Inside,3.065
611,Inside,2.14
611,Inside,1.671
611,Inside,3.384
611,Inside,0.374
611,Inside,0.86
611,Inside,7.851
611,Inside,5.404
611,Inside,0.355
611,Inside,2.225
611,Inside,0.529
611,Inside,0.345
611,Inside,0.426
611,Inside,1.608
611,Inside,1.348
611,Inside,1.642
611,Inside,0.603
611,Inside,1.006
611,Inside,2.273
611,Inside,3.678
611,Inside,0.747
611,Inside,0.978
611,Inside,0.674
611,Inside,2.091
611,Inside,16.493
611,Inside,0.934
611,Inside,2.897
611,Inside,0.674
611,Inside,0.689
611,Inside,27.557
611,Inside,0.714
611,Inside,1.507
611,Inside,0.561
611,Inside,7.662
611,Inside,0.301
611,Inside,8.785
611,Inside,1.577
611,Inside,0.603
611,Inside,0.757
611,Inside,1.648
611,Inside,1.994
611,Inside,1.421
611,Inside,4.054
611,Inside,4.903
611,Inside,0.355
611,Inside,3.597
611,Inside,0.374
611,Inside,2.887
611,Inside,0.674
611,Inside,3.6
611,Inside,23.323
611,Inside,2.924
611,Inside,0.561
611,Inside,1.825
611,Inside,6.937
611,Inside,1.981
611,Inside,2.142
611,Inside,0.674
611,Inside,0.9
611,Inside,5.051
611,Inside,1.739
611,Inside,10.833
611,Inside,1.197
611,Inside,1.929
611,Inside,1.462
611,Inside,1.794
611,Inside,3.617
611,Inside,3.827
611,Inside,6.69
611,Inside,9.438
611,Inside,2.7
611,Inside,0.978
611,Inside,1.217
611,Inside,3.177
611,Inside,2.575
611,Inside,7.507
611,Inside,1.02
611,Inside,2.611
611,Inside,3.746
611,Inside,6.034
611,Inside,1.057
611,Inside,8.695
611,Inside,0.953
611,Inside,1.276
611,Inside,2.114
611,Inside,2.033
611,Inside,8.593
611,Inside,1.967
611,Inside,1.46
611,Inside,9.254
611,Inside,1.561
611,Inside,5.973
611,Inside,1.507
611,Inside,2.901
611,Inside,1.01
611,Inside,3.042
611,Inside,4.547
611,Inside,4.098
611,Inside,1.536
611,Inside,2.242
611,Inside,3.984
611,Inside,1.217
611,Inside,10.601
611,Inside,1.428
611,Inside,2.364
611,Inside,1.371
611,Inside,0.301
611,Inside,5.637
611,Inside,1.771
611,Inside,9.265
611,Inside,4.034
611,Inside,3.182
611,Inside,9.801
611,Inside,1.047
611,Inside,14.759
611,Inside,4.656
611,Inside,1.02
611,Inside,2.242
611,Inside,1.869
611,Inside,3.216
611,Inside,4.636
611,Inside,0.418
611,Inside,12.903
611,Inside,1.462
611,Inside,1.121
611,Inside,4.269
611,Inside,6.004
611,Inside,1.205
611,Inside,1.308
611,Inside,0.374
611,Inside,0.301
611,Inside,3.228
611,Inside,0.904
611,Inside,2.096
611,Inside,0.77
611,Inside,5.366
611,Inside,10.224
611,Inside,0.747
611,Inside,3.666
611,Inside,0.561
611,Inside,1.086
611,Inside,4.687
611,Inside,1.197
611,Inside,1.57
611,Inside,35.059
611,Inside,2.808
611,Inside,2.986
611,Inside,0.301
611,Inside,7.454
611,Inside,1.835
611,Inside,3.828
611,Inside,3.628
611,Inside,6.966
611,Inside,6.987
611,Inside,1.086
611,Inside,0.301
611,Inside,0.934
611,Inside,1.205
611,Inside,0.301
611,Inside,0.301
611,Inside,1.234
611,Inside,0.636
611,Inside,0.823
611,Inside,2.828
611,Inside,4.404
611,Inside,1.646
611,Inside,0.301
611,Inside,0.418
611,Inside,0.603
611,Inside,0.45
611,Inside,1.745
611,Inside,2.221
611,Inside,0.301
611,Inside,0.674
611,Inside,0.934
611,Inside,1.835
611,Inside,1.35
611,Inside,0.487
611,Inside,1.161
611,Inside,1.378
611,Inside,0.978
611,Inside,1.671
611,Inside,6.409
611,Inside,3.701
611,Inside,0.45
611,Inside,1.254
611,Inside,0.374
611,Inside,3.092
611,Inside,0.978
611,Inside,4.002
611,Inside,0.301
611,Inside,1.789
611,Inside,1.428
611,Inside,0.86
611,Inside,0.86
611,Inside,5.18
611,Inside,0.374
611,Inside,0.473
611,Inside,4.951
611,Inside,0.301
611,Inside,0.45
611,Inside,3.711
611,Inside,8.484
611,Inside,1.462
611,Inside,0.535
611,Inside,0.603
611,Inside,8.818
611,Inside,3.962
611,Inside,1.958
611,Inside,0.374
611,Inside,5.678
611,Inside,0.9
611,Inside,1.242
611,Inside,13.971
611,Inside,1.121
611,Inside,2.136
611,Inside,2.109
611,Inside,0.301
611,Inside,1.648
611,Inside,4.731
611,Inside,4.237
611,Inside,41.138
611,Inside,0.674
611,Inside,1.878
611,Inside,25.074
611,Inside,1.321
611,Inside,1.46
611,Inside,0.473
611,Inside,2.676
611,Inside,0.487
611,Inside,14.668
611,Inside,2.281
611,Inside,8.396
611,Inside,1.614
611,Inside,0.709
611,Inside,2.393
611,Inside,0.747
611,Inside,5.879
611,Inside,1.856
611,Inside,13.986
611,Inside,0.301
611,Inside,1.01
611,Inside,0.301
611,Inside,0.355
611,Inside,1.205
611,Inside,2.198
611,Inside,3.712
611,Inside,1.242
611,Inside,1.835
611,Inside,1.086
611,Inside,0.418
611,Inside,0.45
611,Inside,1.835
611,Inside,0.978
611,Inside,0.674
611,Inside,0.561
611,Inside,6.679
611,Inside,0.418
611,Inside,4.386
611,Inside,3.671
611,Inside,3.737
611,Inside,0.301
611,Inside,0.603
611,Inside,1.481
611,Inside,2.695
611,Inside,0.301
611,Inside,1.682
611,Inside,0.608
611,Inside,0.345
611,Inside,0.418
611,Inside,2.514
611,Inside,4.897
611,Inside,2.094
611,Inside,1.35
611,Inside,0.374
611,Inside,0.418
611,Inside,1.956
611,Inside,0.487
611,Inside,1.378
611,Inside,1.02
611,Inside,8.832
611,Inside,0.953
611,Inside,1.391
611,Inside,2.208
611,Inside,2.364
611,Inside,1.057
611,Inside,1.57
611,Inside,4.945
611,Inside,1.137
611,Inside,7.533
611,Inside,0.978
611,Inside,1.07
611,Inside,0.561
611,Inside,0.374
611,Inside,19.12
611,Inside,0.561
611,Inside,0.603
611,Inside,0.714
611,Inside,3.942
611,Inside,1.057
611,Inside,0.603
611,Inside,0.836
611,Inside,0.674
611,Inside,0.301
611,Inside,9.69
611,Inside,2.729
611,Inside,2.049
611,Inside,3.409
611,Inside,1.09
611,Inside,1.234
611,Inside,4.642
611,Inside,1.07
611,Inside,0.45
611,Inside,1.137
611,Inside,1.507
611,Inside,6.926
611,Inside,3.508
611,Inside,1.35
611,Inside,9.523
611,Inside,1.421
611,Inside,3.123
611,Inside,0.45
611,Inside,0.374
611,Inside,4.984
611,Inside,0.86
611,Inside,0.301
611,Inside,4.451
611,Inside,5.782
611,Inside,0.418
611,Inside,5.661
611,Inside,1.161
611,Inside,1.086
611,Inside,5.048
611,Inside,0.788
611,Inside,0.487
611,Inside,1.561
611,Inside,0.301
611,Inside,1.46
611,Inside,4.796
611,Inside,7.025
611,Inside,0.873
611,Inside,0.487
611,Inside,0.374
611,Inside,0.487
611,Inside,2.17
611,Inside,1.577
611,Inside,0.508
611,Inside,0.636
611,Inside,1.099
611,Inside,0.301
611,Inside,230.466
611,Inside,0.654
611,Inside,1.055
611,Inside,0.835
611,Inside,0.811
611,Inside,1.039
611,Inside,0.473
611,Inside,1.283
611,Inside,0.654
611,Inside,0.811
611,Inside,1.127
611,Inside,1.85
611,Inside,1.017
611,Inside,0.698
611,Inside,1.417
611,Inside,0.654
611,Inside,0.925
611,Inside,0.473
611,Inside,0.654
611,Inside,0.811
611,Inside,0.698
611,Inside,0.544
611,Inside,0.99
611,Inside,0.925
611,Inside,0.925
611,Inside,1.35
611,Inside,2.37
611,Inside,0.544
611,Inside,1.088
611,Inside,2.597
611,Inside,1.088
611,Inside,7.336
611,Inside,4.427
611,Inside,1.524
611,Inside,0.811
611,Inside,0.585
611,Inside,10.129
611,Inside,0.99
611,Inside,20.929
611,Inside,1.85
611,Inside,0.698
611,Inside,5.231
611,Inside,0.99
611,Inside,0.654
611,Inside,0.585
611,Inside,1.711
611,Inside,0.654
611,Inside,0.698
611,Inside,0.437
611,Inside,1.331
611,Inside,0.99
611,Inside,0.946
611,Inside,1.238
611,Inside,4.61
611,Inside,1.27
611,Inside,1.153
611,Inside,0.698
611,Inside,1.623
611,Inside,3.979
611,Inside,0.473
611,Inside,0.765
611,Inside,1.13
611,Inside,0.544
611,Inside,1.17
611,Inside,4.85
611,Inside,16.656
611,Inside,0.585
611,Inside,1.396
611,Inside,6.318
611,Inside,3.45
611,Inside,13.958
611,Inside,1.779
611,Inside,1.755
611,Inside,0.585
611,Inside,4.5
611,Inside,0.698
611,Inside,2.185
611,Inside,3.708
611,Inside,1.396
611,Inside,1.463
611,Inside,3.263
611,Inside,2.109
611,Inside,0.811
611,Inside,0.811
611,Inside,7.803
611,Inside,0.98
611,Inside,8.938
611,Inside,1.103
611,Inside,1.17
611,Inside,4.282
611,Inside,1.039
611,Inside,0.811
611,Inside,5.116
611,Inside,1.567
611,Inside,7.611
611,Inside,2.875
611,Inside,0.698
611,Inside,1.996
611,Inside,0.811
611,Inside,0.811
611,Inside,1.17
611,Inside,6.753
611,Inside,1.103
611,Inside,0.698
611,Inside,1.539
611,Inside,2.441
611,Inside,1.901
611,Inside,5.81
611,Inside,0.698
611,Inside,3.615
611,Inside,51.245
611,Inside,4.291
611,Inside,2.587
611,Inside,1.127
611,Inside,0.946
611,Inside,1.524
611,Inside,0.473
611,Inside,0.811
611,Inside,2.621
611,Inside,0.946
611,Inside,0.765
611,Inside,1.463
611,Inside,4.086
611,Inside,0.878
611,Inside,0.698
611,Inside,1.643
611,Inside,0.765
611,Inside,1.694
611,Inside,0.811
611,Inside,1.17
611,Inside,0.835
611,Inside,6.896
611,Inside,0.878
611,Inside,1.796
611,Inside,0.654
611,Inside,0.698
611,Inside,1.379
611,Inside,3.447
611,Inside,0.585
611,Inside,0.765
611,Inside,3.311
611,Inside,0.811
611,Inside,1.198
611,Inside,3.963
611,Inside,4.981
611,Inside,1.779
611,Inside,1.839
611,Inside,0.698
611,Inside,1.748
611,Inside,0.654
611,Inside,1.463
611,Inside,7.313
611,Inside,1.283
611,Inside,0.544
611,Inside,0.811
611,Inside,9.979
611,Inside,0.654
611,Inside,0.765
611,Inside,5.869
611,Inside,0.811
611,Inside,3.955
611,Inside,2.483
611,Inside,7.498
611,Inside,0.585
611,Inside,0.544
611,Inside,5.078
611,Inside,1.267
611,Inside,1.127
611,Inside,0.765
611,Inside,1.058
611,Inside,3.459
611,Inside,0.544
611,Inside,1.823
611,Inside,0.811
611,Inside,2.273
611,Inside,0.99
611,Inside,0.698
611,Inside,0.98
611,Inside,1.509
611,Inside,0.698
611,Inside,0.544
611,Inside,1.35
611,Inside,0.835
611,Inside,0.544
611,Inside,2.177
611,Inside,0.765
611,Inside,1.055
611,Inside,1.85
611,Inside,0.811
611,Inside,3.559
611,Inside,0.925
611,Inside,3.871
611,Inside,0.765
611,Inside,0.585
611,Inside,2.499
611,Inside,10.571
611,Inside,0.811
611,Inside,5.195
611,Inside,3.522
611,Inside,1.331
611,Inside,1.558
611,Inside,0.878
611,Inside,5.37
611,Inside,0.765
611,Inside,0.544
611,Inside,1.61
611,Inside,15.374
611,Inside,0.698
611,Inside,0.585
611,Inside,1.27
611,Inside,2.546
611,Inside,1.267
611,Inside,0.925
611,Inside,2.412
611,Inside,0.698
611,Inside,0.544
611,Inside,1.17
611,Inside,1.742
611,Inside,1.206
611,Inside,0.698
611,Inside,0.654
611,Inside,0.585
611,Inside,1.331
611,Inside,0.878
611,Inside,0.811
611,Inside,0.765
611,Inside,1.688
611,Inside,2.535
611,Inside,3.535
611,Inside,0.544
611,Inside,1.711
611,Inside,0.654
611,Inside,0.946
611,Inside,0.765
611,Inside,2.015
611,Inside,4.591
611,Inside,1.751
611,Inside,1.17
611,Inside,6.607
611,Inside,1.162
611,Inside,0.473
611,Inside,0.811
611,Inside,78.904
611,Inside,2.015
611,Inside,0.946
611,Inside,0.654
611,Inside,1.127
611,Inside,0.765
611,Inside,1.901
611,Inside,1.103
611,Inside,0.585
611,Inside,1.058
611,Inside,3.314
611,Inside,0.811
611,Inside,0.698
611,Inside,2.004
611,Inside,0.811
611,Inside,1.103
611,Inside,0.654
611,Inside,2.971
611,Inside,1.951
611,Inside,11.568
611,Inside,2.875
611,Inside,0.654
611,Inside,0.99
611,Inside,0.925
611,Inside,0.654
611,Inside,0.544
611,Inside,3.888
611,Inside,0.544
611,Inside,0.765
611,Inside,2.578
611,Inside,0.765
611,Inside,5.311
611,Inside,0.654
611,Inside,0.698
611,Inside,0.473
611,Inside,3.916
611,Inside,1.748
611,Inside,0.698
611,Inside,0.473
611,Inside,0.544
611,Inside,0.698
611,Inside,0.473
611,Inside,3.454
611,Inside,2.434
611,Inside,1.162
611,Inside,2.483
611,Inside,3.233
611,Inside,1.198
611,Inside,2.441
611,Inside,1.575
611,Inside,0.765
611,Inside,2.548
611,Inside,2.903
611,Inside,0.878
611,Inside,0.811
611,Inside,1.217
611,Inside,1.558
611,Inside,2.499
611,Inside,7.772
611,Inside,1.417
611,Inside,0.907
611,Inside,0.698
611,Inside,4.321
611,Inside,2.798
611,Inside,1.575
611,Inside,3.117
611,Inside,1.103
611,Inside,1.055
611,Inside,0.698
611,Inside,2.228
611,Inside,6.669
611,Inside,0.473
611,Inside,1.331
611,Inside,2.441
611,Inside,0.698
611,Inside,0.698
611,Inside,0.878
611,Inside,0.698
611,Inside,1.039
611,Inside,0.698
611,Inside,2.858
611,Inside,2.905
611,Inside,0.654
611,Inside,1.772
611,Inside,1.688
611,Inside,19.942
611,Inside,0.654
611,Inside,2.035
611,Inside,0.585
611,Inside,1.928
611,Inside,1.27
611,Inside,2.597
611,Inside,0.654
611,Inside,0.811
611,Inside,2.798
611,Inside,1.238
611,Inside,0.811
611,Inside,1.153
611,Inside,7.594
611,Inside,0.811
611,Inside,1.623
611,Inside,0.585
611,Inside,2.697
611,Inside,1.379
611,Inside,1.35
611,Inside,0.765
611,Inside,2.033
611,Inside,1.379
611,Inside,1.058
611,Inside,3.452
611,Inside,0.99
611,Inside,4.103
611,Inside,1.755
611,Inside,0.698
611,Inside,0.811
611,Inside,1.238
611,Inside,1.35
611,Inside,0.99
611,Inside,0.878
611,Inside,0.946
611,Inside,0.765
611,Inside,0.654
611,Inside,0.99
611,Inside,5.029
611,Inside,1.419
611,Inside,0.811
611,Inside,14.501
611,Inside,1.643
611,Inside,6.335
611,Inside,1.217
611,Inside,0.585
611,Inside,1.887
611,Inside,4.245
611,Inside,2.16
611,Inside,0.544
611,Inside,0.878
611,Inside,1.17
611,Inside,0.698
611,Inside,0.99
611,Inside,5.485
611,Inside,0.726
611,Inside,0.654
611,Inside,0.811
611,Inside,2.467
611,Inside,1.162
611,Inside,0.544
611,Inside,0.698
611,Inside,2.838
611,Inside,1.27
611,Inside,2.979
611,Inside,1.509
611,Inside,1.127
611,Inside,0.878
611,Inside,0.811
611,Inside,0.765
611,Inside,1.531
611,Inside,0.765
611,Inside,1.419
611,Inside,1.643
611,Inside,1.463
611,Inside,0.907
611,Inside,0.878
611,Inside,2.396
611,Inside,1.039
611,Inside,1.463
611,Inside,1.524
611,Inside,1.343
611,Inside,1.524
611,Inside,5.472
611,Inside,1.267
611,Inside,2.527
611,Inside,1.444
611,Inside,1.643
611,Inside,0.99
611,Inside,6.277
611,Inside,1.162
611,Inside,0.811
611,Inside,1.742
611,Inside,4.284
611,Inside,1.238
611,Inside,4.144
611,Inside,36.386
611,Inside,2.697
611,Inside,6.352
611,Inside,0.765
611,Inside,0.654
611,Inside,1.343
611,Inside,0.878
611,Inside,0.835
611,Inside,0.811
611,Inside,5.808
611,Inside,0.654
611,Inside,8.804
611,Inside,1.463
611,Inside,29.889
611,Inside,0.99
611,Inside,0.698
611,Inside,1.088
611,Inside,23.321
611,Inside,0.698
611,Inside,30.096
611,Inside,0.585
611,Inside,4.463
611,Inside,1.61
611,Inside,3.49
611,Inside,0.473
611,Inside,0.765
611,Inside,0.698
611,Inside,0.765
611,Inside,0.765
611,Inside,0.544
611,Inside,0.544
611,Inside,1.781
611,Inside,1.873
611,Inside,0.765
611,Inside,0.698
611,Inside,0.698
611,Inside,0.878
611,Inside,2.641
611,Inside,1.267
611,Inside,0.585
611,Inside,5.175
611,Inside,0.544
611,Inside,16.121
611,Inside,0.765
611,Inside,2.658
611,Inside,34.13
611,Inside,31.132
611,Inside,0.544
611,Inside,69.397
611,Inside,35.206
611,Inside,39.457
611,Inside,3.374
611,Inside,30.651
611,Inside,30.586
611,Inside,0.473
611,Inside,52.168
611,Inside,1.088
611,Inside,1.539
611,Inside,28.468
611,Inside,0.835
611,Inside,9.31
611,Inside,7.99
611,Inside,0.852
614,Inside,2.026
614,Inside,2.755
614,Inside,3.591
614,Inside,1.34
614,Inside,3.886
614,Inside,8.857
614,Inside,2.143
614,Inside,6.668
614,Inside,3.499
614,Inside,1.183
614,Inside,2.069
614,Inside,3.16
614,Inside,2.861
617,Inside,82.711
617,Inside,22.17
617,Inside,12.121
617,Inside,8.327
617,Inside,33.879
617,Inside,9.33
617,Inside,1.109
617,Inside,9.493
617,Inside,8.249
617,Inside,7.22
617,Inside,1.309
617,Inside,0.529
617,Inside,2.56
617,Inside,9.955
617,Inside,6.939
617,Inside,0.817
617,Inside,2.68
617,Inside,3.122
617,Inside,2.174
617,Inside,2.127
617,Inside,1.803
617,Inside,1.358
617,Inside,2.621
617,Inside,2.973
617,Inside,6.848
617,Inside,1.497
617,Inside,1.757
617,Inside,2.316
617,Inside,2.615
617,Inside,2.415
617,Inside,1.222
617,Inside,2.863
617,Inside,2.87
617,Inside,1.501
617,Inside,2.198
617,Inside,1.401
617,Inside,2.939
617,Inside,4.973
617,Inside,1.198
617,Inside,3.448
617,Inside,1.289
617,Inside,5.176
617,Inside,4.505
617,Inside,4.444
617,Inside,3.07
617,Inside,1.928
617,Inside,1.29
617,Inside,1.794
617,Inside,2.722
617,Inside,2.632
617,Inside,2.197
617,Inside,2.36
617,Inside,4.241
617,Inside,2.149
617,Inside,3.421
617,Inside,5.599
617,Inside,3.183
617,Inside,3.017
617,Inside,1.872
617,Inside,2.685
617,Inside,2.262
617,Inside,3.109
617,Inside,5.047
617,Inside,1.789
617,Inside,4.615
617,Inside,3.888
617,Inside,4.243
617,Inside,3.347
617,Inside,1.894
617,Inside,2.143
617,Inside,1.577
617,Inside,3.198
617,Inside,1.932
617,Inside,1.409
617,Inside,3.545
617,Inside,2.878
617,Inside,1.291
617,Inside,1.771
617,Inside,1.009
617,Inside,1.171
617,Inside,2.918
617,Inside,1.943
617,Inside,2.795
617,Inside,2.198
617,Inside,2.07
617,Inside,1.733
617,Inside,1.316
617,Inside,1.278
617,Inside,2.107
617,Inside,1.406
617,Inside,0.898
617,Inside,3.033
617,Inside,2.305
617,Inside,1.014
617,Inside,0.799
617,Inside,2.942
617,Inside,3.664
617,Inside,3.567
618,Inside,0.997
618,Inside,1.975
618,Inside,1.154
618,Inside,0.764
618,Inside,1.937
618,Inside,1.377
618,Inside,2.199
618,Inside,1.198
618,Inside,1.154
618,Inside,3.486
618,Inside,0.901
618,Inside,0.403
618,Inside,1.379
618,Inside,1.23
618,Inside,1.73
618,Inside,1.334
618,Inside,0.974
618,Inside,0.721
618,Inside,1.198
618,Inside,1.548
618,Inside,1.631
618,Inside,1.621
618,Inside,1.01
618,Inside,1.499
618,Inside,1.837
618,Inside,3.109
618,Inside,1.299
618,Inside,2.548
618,Inside,1.564
618,Inside,1.334
618,Inside,4.049
618,Inside,2.038
618,Inside,2.639
618,Inside,2.465
618,Inside,1.302
618,Inside,2.325
618,Inside,1.019
618,Inside,3.389
618,Inside,2.708
618,Inside,1.232
618,Inside,0.614
618,Inside,0.664
618,Inside,1.837
618,Inside,1.391
618,Inside,1.661
618,Inside,0.806
618,Inside,2.879
618,Inside,0.841
618,Inside,3.897
618,Inside,2.169
618,Inside,2.414
618,Inside,1.564
618,Inside,1.514
618,Inside,2.119
618,Inside,0.872
